Symbol,Source,Avg Losing Trade [%],Avg Winning Trade [%],Best Trade [%],Calmar Ratio,End Value,Expectancy,Max Drawdown [%],Omega Ratio,Open Trade PnL,Profit Factor,Sharpe Ratio,Sortino Ratio,Total Closed Trades,Total Fees Paid,Total Open Trades,Total Return [%],Total Trades,Win Rate [%],Worst Trade [%]
MUNJALAU,File 1 (vectorbt),-11.305192,28.321584,31.910846,-0.032851,81309.604055,-1335.028282,49.728531,0.994897,,0.864068,-0.011597,-0.01717,,3221.215361,,-18.690396,,,-14.382037
MUNJALAU,File 2 (custom),-10.175639,27.251706,30.242292,-0.01722,86900.997379,-935.643044,44.640703,1.002283,,0.89553,0.004186,0.002228,,1597.667269,,-13.099003,,,-13.824228
SHRIRAMFIN,File 1 (vectorbt),-9.013355,35.15623,94.516015,0.077146,195144.336382,4530.682685,51.293883,1.202137,,1.294206,0.268078,0.481805,21.0,9570.456231,,95.144336,21.0,33.333333,-21.384225
SHRIRAMFIN,File 2 (custom),-9.077857,32.488799,85.21343,0.072651,217203.503433,5327.431974,43.459922,1.213248,,1.352353,0.269332,0.135014,22.0,5198.963347,,117.203503,22.0,36.363636,-21.126885
NCLIND,File 1 (vectorbt),-11.716366,31.572156,36.489279,0.055453,139297.597517,3929.759752,49.913417,1.116966,,1.468414,0.237966,0.355419,,2355.426415,,39.297598,,40.0,-25.48303
NCLIND,File 2 (custom),-9.845437,29.510841,34.082439,0.003729,102844.46052,284.446052,42.813403,1.049514,,1.041229,0.072032,0.025254,,948.782296,,2.844461,,30.0,-13.067368
3PLAND,File 1 (vectorbt),-13.264743,42.555127,44.78368,-0.142652,48176.774436,-4318.60213,54.302327,0.687778,,0.43486,-0.535187,-0.733082,12.0,1497.942591,,-51.823226,12.0,16.666667,-19.724
3PLAND,File 2 (custom),-12.573492,40.386922,41.300459,-0.065653,65355.737378,-3464.426262,48.589428,0.881053,,0.5844,-0.101704,-0.040684,10.0,736.341595,,-34.644263,10.0,20.0,-19.892664
IIFL,File 1 (vectorbt),-14.018835,29.322645,41.348134,0.050615,149595.018526,3099.688658,60.209423,1.102588,,1.391178,0.250776,0.3672,16.0,3056.463132,,49.595019,16.0,43.75,-27.556908
IIFL,File 2 (custom),-13.533228,28.654004,43.521029,0.021391,127726.322094,1630.960123,59.243869,1.077416,,1.211987,0.158985,0.085134,17.0,1540.582333,,27.726322,17.0,41.176471,-24.069744
INVENTURE,File 1 (vectorbt),-15.499542,29.75714,29.75714,-0.101372,55298.532048,-7450.244659,61.538172,0.882743,,0.220866,-0.259918,-0.359662,,734.003323,,-44.701468,,,-24.761319
INVENTURE,File 2 (custom),-14.890129,29.847856,29.847856,-0.070491,56803.27424,-7199.454293,58.968363,0.890053,,0.230913,-0.198335,-0.086588,,353.222574,,-43.196726,,,-22.778864
SGL,File 1 (vectorbt),-16.061394,58.62282,58.62282,-0.096861,46300.004609,-6712.499424,71.098582,0.81964,,0.26914,-0.347751,-0.493894,8.0,945.804698,,-53.699995,8.0,12.5,-20.666789
SGL,File 2 (custom),-13.203619,50.685327,50.685327,-0.067166,47369.976485,-5847.780391,69.494402,0.808953,,0.255493,-0.291816,-0.113496,9.0,530.118487,,-52.630024,9.0,11.111111,-18.548882
ACC,File 1 (vectorbt),-7.123075,20.876869,34.964111,0.004492,104944.526837,206.021952,60.698212,1.036695,,1.041157,0.097204,0.13456,,4375.866117,,4.944527,,29.166667,-15.115794
ACC,File 2 (custom),-6.797929,22.19888,35.498015,-0.025607,67031.864554,-1373.67231,60.379112,0.973582,,0.732149,-0.058923,-0.030954,,2014.450443,,-32.968135,,20.833333,-14.194259
ASAHIINDIA,File 1 (vectorbt),-10.249972,28.656371,47.144247,0.262422,382718.808277,11779.950345,31.870383,1.199664,,1.884682,0.509903,0.836841,24.0,11018.475484,,282.718808,24.0,45.833333,-15.507517
ASAHIINDIA,File 2 (custom),-9.868886,28.536745,43.435141,0.080354,217248.833922,4509.570535,40.541898,1.120138,,1.433286,0.274771,0.188235,26.0,4217.356006,,117.248834,26.0,38.461538,-14.408582
TATAINVEST,File 1 (vectorbt),-7.944297,22.254373,33.717259,0.225858,224745.808339,8910.414881,27.775122,1.224861,,2.151692,0.459886,0.89851,14.0,5083.460582,,124.745808,14.0,50.0,-13.687062
TATAINVEST,File 2 (custom),-7.291399,21.543834,32.348029,0.022025,119178.087456,1278.539164,41.510986,1.06904,,1.219556,0.133811,0.08904,15.0,1722.955463,,19.178087,15.0,33.333333,-12.677476
BIRLACABLE,File 1 (vectorbt),-13.447193,40.435805,50.360023,0.07895,176219.161539,4763.697596,62.298267,1.150999,,1.486083,0.332884,0.542953,16.0,3714.727346,,76.219162,16.0,37.5,-27.717441
BIRLACABLE,File 2 (custom),-12.842421,38.49465,44.642328,0.073085,195161.248278,6344.083219,54.591058,1.174817,,1.604386,0.313804,0.199355,15.0,2046.533124,,95.161248,15.0,40.0,-24.993719
ESTER,File 1 (vectorbt),-11.619616,45.086175,46.570658,0.000292,100128.097794,16.012224,47.144182,1.049157,,1.001653,0.097713,0.161015,,1656.544531,,0.128098,,,-13.969532
ESTER,File 2 (custom),-11.114732,42.430696,42.593151,-0.003171,98294.192478,-213.22594,40.300381,1.0483,,0.976815,0.063004,0.028339,,813.053049,,-1.705808,,,-13.731702
UGARSUGAR,File 1 (vectorbt),-11.910415,37.508806,40.728306,0.102579,129057.99745,5811.59949,25.570761,1.175945,,1.828289,0.257926,0.440824,,951.509215,,29.057997,,,-13.917472
UGARSUGAR,File 2 (custom),-10.823501,36.436826,38.164821,0.080933,130596.126046,6119.225209,23.331276,1.193269,,1.933051,0.223719,0.090646,,500.298878,,30.596126,,,-12.533578
JMFINANCIL,File 1 (vectorbt),-13.806762,28.426355,45.183664,0.024552,115752.832221,1050.188815,48.110161,1.082794,,1.109478,0.155003,0.228226,,3222.587387,,15.752832,,,-20.431392
JMFINANCIL,File 2 (custom),-12.474242,27.584411,41.939194,0.026806,124748.557097,1649.903806,45.999075,1.103102,,1.191666,0.15738,0.068788,,1622.025819,,24.748557,,,-16.88384
KHANDSE,File 1 (vectorbt),-14.997977,,-11.232963,-0.125156,37676.871906,-10387.188016,62.847713,0.820294,,,-0.392606,-0.552236,,781.822303,,-62.323128,,,-18.340309
KHANDSE,File 2 (custom),-13.852936,,-8.571156,-0.08596,40261.215853,-9956.464025,59.738784,0.793017,,,-0.346741,-0.16226,,359.563771,,-59.738784,,,-17.744653
SAIL,File 1 (vectorbt),-10.665063,42.447229,90.030558,0.251804,563224.426589,22058.306028,36.091818,1.288846,,2.147802,0.506234,0.907699,21.0,13665.457482,,463.224427,21.0,42.857143,-18.968602
SAIL,File 2 (custom),-11.19722,37.557018,81.602089,0.116792,333742.719162,10624.669053,36.614545,1.271829,,1.751666,0.335095,0.172714,22.0,4817.88745,,233.742719,22.0,40.909091,-20.792916
ASHOKLEY,File 1 (vectorbt),-9.299984,31.539113,73.034604,0.410137,1129317.10802,42888.212834,35.738357,1.343329,,3.085902,0.768081,1.337295,,24608.607465,,1029.317108,,,-15.851254
ASHOKLEY,File 2 (custom),-8.999564,30.914036,73.568134,0.266898,1048942.93714,39539.289048,35.924175,1.332288,,3.056064,0.627484,0.438544,,12129.655538,,948.942937,,,-15.392418
DREDGECORP,File 1 (vectorbt),-10.672086,24.134105,26.98827,-0.051386,67941.447618,-2137.236825,51.793643,0.89624,,0.63082,-0.145767,-0.232705,15.0,2002.787189,,-32.058552,15.0,26.666667,-20.844577
DREDGECORP,File 2 (custom),-9.936146,23.7259,26.545892,-0.02389,79734.488749,-1447.536518,45.426927,0.943643,,0.748898,-0.061964,-0.024874,14.0,1027.486144,,-20.265511,14.0,28.571429,-15.288293
ELECTHERM,File 1 (vectorbt),-13.607818,26.26275,40.484537,0.042749,130720.079228,2792.734475,54.404056,1.136704,,1.314832,0.215041,0.352874,,2443.801076,,30.720079,,45.454545,-17.497789
ELECTHERM,File 2 (custom),-10.395446,25.728151,38.077462,0.013723,111652.660062,1059.332733,47.745256,1.087293,,1.135475,0.115474,0.051397,,1241.807771,,11.65266,,36.363636,-14.437272
TNPL,File 1 (vectorbt),-11.020864,30.502518,40.913699,0.025188,116170.512506,1078.034167,33.724014,1.060611,,1.123639,0.130028,0.207014,,3441.772573,,16.170513,,,-14.682246
TNPL,File 2 (custom),-10.759275,29.619475,41.101684,0.01092,112089.131278,805.942085,40.808791,1.054006,,1.094271,0.09638,0.055775,,1706.335172,,12.089131,,,-14.518277
ICICIBANK,File 1 (vectorbt),-7.200408,19.781919,40.175652,0.113628,230808.793774,4616.270877,40.539778,1.146501,-3063.061645,1.623523,0.361256,0.54481,29.0,10316.573246,1.0,130.808794,,41.37931,-15.749456
ICICIBANK,File 2 (custom),-6.313041,19.644593,38.267826,0.065072,189637.791697,2987.92639,36.996281,1.119464,0.0,1.462525,0.249357,0.152236,30.0,4709.029928,0.0,89.637792,,36.666667,-15.65888
SUTLEJTEX,File 1 (vectorbt),-11.06949,31.164493,41.235568,0.207898,214580.600517,11458.060052,31.450948,1.235953,,2.326863,0.430551,0.766785,,2958.282758,,114.580601,,50.0,-14.485935
SUTLEJTEX,File 2 (custom),-10.999868,29.47174,34.113744,0.055583,136539.885444,3653.988544,32.379238,1.136836,,1.388191,0.20057,0.106437,,1334.837176,,36.539885,,40.0,-13.562274
MAHABANK,File 1 (vectorbt),-10.254199,29.910193,46.594262,0.206565,269045.203118,9391.400173,35.015005,1.219366,,2.026785,0.499591,0.808306,,5703.527372,,169.045203,,44.444444,-18.595849
MAHABANK,File 2 (custom),-9.522451,29.043334,37.250113,0.079467,188252.48076,4902.915598,39.383755,1.178192,,1.636306,0.301983,0.149558,,2314.370106,,88.252481,,38.888889,-17.952747
HEIDELBERG,File 1 (vectorbt),-9.641092,25.297929,31.641497,-0.012045,94159.231621,-834.395483,40.11782,1.009192,,0.881013,0.019796,0.028326,,1355.263311,,-5.840768,,,-14.31016
HEIDELBERG,File 2 (custom),-8.9057,24.940548,30.666552,-0.005414,96179.977471,-545.717504,39.930325,1.016201,,0.917709,0.028359,0.012766,,680.536321,,-3.820023,,,-13.41225
BRIGADE,File 1 (vectorbt),-10.407631,37.079938,51.30866,0.257762,274087.645699,17408.76457,35.13481,1.317537,,2.445252,0.586343,1.057772,,4129.687295,,174.087646,,,-14.568076
BRIGADE,File 2 (custom),-9.997693,35.767312,47.539049,0.17022,262795.753875,16279.575387,34.68145,1.306971,,2.438313,0.475191,0.30036,,2077.7936,,162.795754,,,-14.106297
SUNFLAG,File 1 (vectorbt),-12.016398,35.34956,38.853403,0.001713,100987.551405,98.755141,43.619009,1.045237,,1.009583,0.089543,0.140412,10.0,2320.88493,,0.987551,10.0,30.0,-14.584233
SUNFLAG,File 2 (custom),-11.328884,36.108838,42.546317,0.046265,144293.164113,4026.651283,41.994508,1.115875,,1.327046,0.202434,0.116497,11.0,1733.91148,,44.293164,11.0,36.363636,-13.350504
M&M,File 1 (vectorbt),-6.736902,18.416608,24.477391,-0.01193,94695.390443,-482.237232,36.691712,0.995725,,0.881662,-0.007048,-0.010506,,1722.300558,,-5.30461,,,-8.878989
M&M,File 2 (custom),-6.471964,18.252447,23.941039,-0.00941,93962.580756,-548.856295,36.709453,0.989169,,0.863571,-0.014628,-0.005471,,854.601629,,-6.037419,,,-8.459831
KARURVYSYA,File 1 (vectorbt),-8.745379,23.196545,30.76515,0.043972,143245.802015,1965.718273,46.593357,1.104351,,1.331425,0.212944,0.326038,22.0,4562.184049,,43.245802,22.0,36.363636,-21.920294
KARURVYSYA,File 2 (custom),-8.252029,22.582878,29.884149,0.016504,122239.254264,808.714795,47.590914,1.06948,,1.130764,0.125014,0.063521,21.0,2233.191691,,22.239254,21.0,33.333333,-17.775943
WEIZMANIND,File 1 (vectorbt),-18.562022,39.985875,43.250996,-0.027619,85805.826383,-2365.695603,39.926006,0.993631,,0.805393,-0.009717,-0.015218,,1068.282881,,-14.194174,,33.333333,-24.50876
WEIZMANIND,File 2 (custom),-16.457155,35.487441,35.487441,-0.061657,54083.323893,-7652.779351,49.095687,0.773045,,0.324425,-0.252172,-0.072976,,411.840886,,-45.916676,,16.666667,-25.325724
AKSHOPTFBR,File 1 (vectorbt),-15.222431,,-10.273384,-0.124394,16171.616684,-7620.76212,86.185701,0.686618,,,-0.692297,-0.90929,,966.323689,,-83.828383,,,-20.144867
AKSHOPTFBR,File 2 (custom),-14.159134,,-10.110944,-0.084693,18149.724666,-7440.934121,83.491005,0.690723,,,-0.561377,-0.230368,,471.433882,,-81.850275,,,-19.103195
EMMBI,File 1 (vectorbt),-12.655182,40.345861,57.635165,0.020066,112431.19455,956.245735,57.608596,1.077147,,1.071461,0.155172,0.243047,,3981.386058,,12.431195,,30.769231,-19.726557
EMMBI,File 2 (custom),-11.535282,43.324722,55.624305,0.09358,216499.354557,8961.488812,57.387396,1.256025,,1.407858,0.383805,0.270375,,3763.571213,,116.499355,,38.461538,-15.864834
GTLINFRA,File 1 (vectorbt),-17.350187,39.146111,39.146111,-0.09085,52976.763246,-7837.206126,54.951379,0.791614,,0.338409,-0.243164,-0.329978,,855.355052,,-47.023237,,,-28.904953
GTLINFRA,File 2 (custom),-12.601508,38.387977,38.387977,-0.047678,69690.408574,-5051.598571,41.730668,0.789881,,0.493976,-0.157372,-0.031828,,515.140236,,-30.309591,,,-14.689838
MOIL,File 1 (vectorbt),-8.894796,,-5.972981,-0.130179,47377.351069,-6577.831116,57.273336,0.544229,,,-0.831143,-0.969303,,1151.108745,,-52.622649,,,-13.471986
MOIL,File 2 (custom),-8.500762,,-5.582834,-0.089956,48313.626196,-6460.796725,56.428219,0.548802,,,-0.67125,-0.17166,,552.663739,,-51.686374,,,-12.500915
UFLEX,File 1 (vectorbt),-9.494239,36.587702,57.622382,-0.015354,91251.605917,-672.953391,49.021016,1.00604,,0.923055,0.0114,0.016039,,2927.685625,,-8.748394,,,-20.505794
UFLEX,File 2 (custom),-7.957626,35.106932,54.289104,0.004174,102993.000833,230.230833,40.288964,1.040866,,1.029001,0.066189,0.03172,,1571.30594,,2.993001,,,-13.261392
SETUINFRA,File 1 (vectorbt),-15.387851,,-9.957884,-0.176855,30863.907568,-9876.584633,73.244087,0.467079,,,-1.021772,-1.223238,,789.191408,,-69.136092,,,-22.852053
SETUINFRA,File 2 (custom),-13.269892,,-8.227828,-0.118053,36283.082226,-9102.416825,67.157218,0.371902,,,-0.857957,-0.228104,,401.546369,,-63.716918,,,-16.855008
APLAPOLLO,File 1 (vectorbt),-9.253783,26.425818,30.907739,3.1e-05,100010.502095,0.61777,37.332822,1.038654,,1.000074,0.082906,0.132378,17.0,4123.308185,,0.010502,17.0,29.411765,-13.813194
APLAPOLLO,File 2 (custom),-9.186448,26.1512,32.707794,0.016431,106819.596821,426.224801,31.02068,1.057259,,1.051795,0.10553,0.064121,16.0,1958.817502,,6.819597,16.0,31.25,-12.467887
SASKEN,File 1 (vectorbt),-10.719437,25.903223,34.028393,0.156614,201095.703304,6739.713554,34.718359,1.202501,,1.65018,0.387952,0.71971,15.0,5079.905113,,101.095703,15.0,46.666667,-12.859857
SASKEN,File 2 (custom),-10.199474,25.922978,34.796359,0.090492,183579.938596,5223.746162,35.690991,1.180702,,1.575188,0.28917,0.192086,16.0,2416.633356,,83.579939,16.0,43.75,-12.145425
YESBANK,File 1 (vectorbt),-8.974621,26.110537,30.951511,-0.002217,98118.929421,-134.362184,64.331176,1.045029,,0.983237,0.0734,0.096108,,3255.437513,,-1.881071,,,-16.551509
YESBANK,File 2 (custom),-8.387381,26.135806,30.69161,0.001611,101929.801661,137.842976,61.588832,1.051055,,1.017874,0.077772,0.028994,,1637.372537,,1.929802,,,-15.937897
INDHOTEL,File 1 (vectorbt),-8.01277,26.932729,40.414304,0.244577,455969.883227,14832.078468,36.544399,1.286463,,2.236669,0.628876,1.042101,,12683.100916,,355.969883,,,-10.708349
INDHOTEL,File 2 (custom),-7.669166,25.925033,38.327232,0.153855,419695.097976,13320.629082,37.350692,1.275441,,2.333276,0.509581,0.33724,,5714.171714,,319.695098,,,-10.171252
INDNIPPON,File 1 (vectorbt),-11.293815,29.209317,45.787166,0.048389,138103.766921,2381.485433,40.135977,1.084495,,1.288157,0.194691,0.325867,16.0,3560.781021,,38.103767,16.0,37.5,-16.238865
INDNIPPON,File 2 (custom),-10.307678,27.942775,44.172855,-0.009617,88575.904879,-672.005595,51.762658,1.018694,,0.889328,0.031718,0.019441,17.0,1327.836769,,-11.424095,17.0,29.411765,-14.717994
GLENMARK,File 1 (vectorbt),-9.456095,25.100128,39.910707,0.07396,198132.280562,5164.856872,55.64702,1.182669,,1.576413,0.333945,0.517972,19.0,5902.376747,,98.132281,19.0,42.105263,-13.936948
GLENMARK,File 2 (custom),-8.555698,23.597731,40.51577,0.009138,115567.136704,864.840928,64.668051,1.064442,,1.151115,0.109343,0.050783,18.0,1694.625823,,15.567137,18.0,33.333333,-13.658418
MPSLTD,File 1 (vectorbt),-10.890646,34.919524,49.976113,0.309579,416991.776391,23235.362718,47.179507,1.221445,14932.061056,3.663277,0.624775,1.085898,,5306.473876,1.0,316.991776,14.0,,-14.995659
MPSLTD,File 2 (custom),-10.560914,32.746404,40.163798,0.188543,373619.865622,19969.080464,48.142275,1.224085,0.0,3.491452,0.520664,0.446147,,2387.564042,0.0,273.619866,13.0,,-14.452152
RANEENGINE,File 1 (vectorbt),-13.349052,39.972662,44.32406,0.029651,110184.758517,1697.459753,32.195782,1.086536,,1.187691,0.139148,0.241488,,1163.653584,,10.184759,,,-16.076386
RANEENGINE,File 2 (custom),-11.998059,37.39226,42.359495,0.025013,111527.29565,1921.215942,29.608346,1.079621,,1.227225,0.121459,0.072294,,603.63958,,11.527296,,,-14.918884
PERSISTENT,File 1 (vectorbt),-6.472692,25.559825,33.920843,0.156569,144697.924905,3724.827075,23.7286,1.261298,,1.576378,0.400476,0.680857,,3396.345133,,44.697925,,,-7.304977
PERSISTENT,File 2 (custom),-6.376009,25.157438,32.069605,0.099575,141191.576678,3432.63139,23.892995,1.24647,,1.534837,0.312466,0.143167,,1689.300888,,41.191577,,,-7.206832
GNFC,File 1 (vectorbt),-9.722899,38.198959,56.534335,0.047246,144117.795409,2595.164436,44.097972,1.098385,,1.258107,0.207796,0.315362,,4803.674321,,44.117795,,29.411765,-18.480964
GNFC,File 2 (custom),-9.279249,36.213077,52.860474,0.089142,206596.521635,6270.383626,32.16107,1.180722,,1.542283,0.280103,0.126409,,3146.811668,,106.596522,,35.294118,-20.200974
NITCO,File 1 (vectorbt),-12.77283,30.641759,34.505385,0.07484,162039.492624,3649.381919,52.120593,1.145032,,1.406843,0.28396,0.481383,,3815.17008,,62.039493,,,-25.46871
NITCO,File 2 (custom),-10.597093,28.249345,32.963085,0.07817,177669.379343,4568.78702,40.884171,1.173225,,1.560644,0.271508,0.174899,,2137.093523,,77.669379,,,-15.356411
GMRAIRPORT,File 1 (vectorbt),-12.789353,32.80189,47.669811,0.201276,275012.842415,12500.917315,41.667305,1.140411,,1.896357,0.447044,0.670767,,5636.015949,,175.012842,,,-17.424259
GMRAIRPORT,File 2 (custom),-12.259237,32.482994,46.458194,0.144369,274538.207921,12467.014852,39.535151,1.144616,,1.912995,0.369596,0.259443,,2914.237456,,174.538208,,,-18.288062
SHAKTIPUMP,File 1 (vectorbt),-11.116049,28.463327,29.510252,-0.02239,91289.809833,-1244.312881,44.764677,0.983495,,0.804941,-0.020877,-0.032771,,1014.330872,,-8.71019,,,-16.93317
SHAKTIPUMP,File 2 (custom),-10.70554,24.570647,26.622069,-0.02503,86527.788674,-1924.601618,43.878577,0.928864,,0.692966,-0.084783,-0.0241,,501.354018,,-13.472211,,,-14.902247
ADFFOODS,File 1 (vectorbt),-10.59761,35.538234,41.042746,0.062846,126586.442209,2954.049134,38.677002,1.137386,,1.432609,0.226915,0.428834,,1691.292275,,26.586442,,33.333333,-16.485977
ADFFOODS,File 2 (custom),-10.512556,36.124279,40.315133,-0.027441,83321.128846,-1853.207906,46.468598,0.962251,,0.749582,-0.054751,-0.029124,,740.551433,,-16.678871,,22.222222,-15.423677
JTEKTINDIA,File 1 (vectorbt),-11.897887,26.023099,31.356705,-0.061368,48063.303492,-3055.099795,65.819117,0.923592,,0.455076,-0.169098,-0.238188,,1955.949465,,-51.936697,,,-17.622236
JTEKTINDIA,File 2 (custom),-11.437888,26.512741,31.467088,-0.040808,50540.61008,-2909.375878,64.115501,0.931056,,0.477367,-0.124865,-0.055928,,969.012805,,-49.45939,,,-16.165785
WSTCSTPAPR,File 1 (vectorbt),-11.026538,30.717948,36.803411,-0.015812,85183.638304,-705.541033,58.568345,1.008663,,0.938978,0.018924,0.029628,,5818.614714,,-14.816362,,,-19.738285
WSTCSTPAPR,File 2 (custom),-10.063702,30.958743,38.138273,-0.001971,97418.906749,-122.909202,53.105256,1.030864,,0.989351,0.055151,0.032771,,3149.448661,,-2.581093,,,-15.492309
SUNPHARMA,File 1 (vectorbt),-7.386408,20.946388,51.128236,0.10924,257228.315405,4913.384856,49.956796,1.166332,,1.489519,0.40636,0.617469,32.0,14603.095309,,157.228315,32.0,40.625,-22.504464
SUNPHARMA,File 2 (custom),-7.133105,20.844419,49.58343,0.078348,273236.136386,5588.262464,50.8008,1.170447,,1.587613,0.354051,0.209576,31.0,7137.472653,,173.236136,31.0,41.935484,-21.593652
FILATEX,File 1 (vectorbt),-12.42999,31.140128,31.140128,-0.172403,34736.884786,-5933.010474,66.88529,0.584721,,0.231795,-0.724123,-1.013546,11.0,1428.015249,,-65.263115,11.0,9.090909,-14.651721
FILATEX,File 2 (custom),-11.791397,44.779186,44.779186,-0.097023,52027.649208,-5330.261199,52.491441,0.846936,,0.406502,-0.262143,-0.15288,9.0,708.860299,,-47.972351,9.0,11.111111,-13.949446
ADORWELD,File 1 (vectorbt),-10.456796,28.448066,44.974901,0.098429,187072.840525,5121.931796,47.010503,1.152397,,1.391304,0.316013,0.5377,17.0,6769.62438,,87.072841,17.0,41.176471,-19.958348
ADORWELD,File 2 (custom),-9.063251,31.179448,47.96006,0.133143,319628.256951,12201.569831,44.80139,1.23477,,1.619254,0.399599,0.294109,18.0,6186.844431,,219.628257,18.0,44.444444,-11.719943
ASHOKA,File 1 (vectorbt),-8.86919,29.119752,38.371091,0.006416,102004.237644,182.203422,31.71509,1.051713,,1.027778,0.076744,0.110492,,2143.349851,,2.004238,,,-9.620449
ASHOKA,File 2 (custom),-8.499084,28.452495,36.396175,0.003519,101550.750097,140.977282,30.947707,1.047731,,1.022095,0.05968,0.019739,,1065.451623,,1.55075,,,-9.513534
MHRIL,File 1 (vectorbt),-10.198399,16.170555,16.170555,-0.102951,49087.359199,-5656.960089,63.032769,0.806228,,0.196689,-0.496163,-0.658834,,1335.622196,,-50.912641,,,-13.503557
MHRIL,File 2 (custom),-9.535677,15.882643,15.882643,-0.069383,51023.953526,-5441.782942,61.770763,0.784058,,0.202613,-0.43647,-0.200509,,660.313009,,-48.976046,,,-13.106458
RAMCOIND,File 1 (vectorbt),-11.899341,28.250001,36.756969,0.223702,266332.240193,16633.224019,26.22791,1.326402,,3.340306,0.494271,0.896857,,3091.837107,,166.33224,,,-15.181549
